KO	Replicate	Depth	Layer	Sample	Element	General.Process	Specific.Process	Gene.products..enzymes	Gene.clusters	KEGG_Homologs_per_Gene_Cluster	KEGG_Description	KEGG_Metabolism	CPM
K03388	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrA; heterodisulfide reductase subunit A [EC:1.8.98.1]	Methane_Metabolism	4
K03388	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrA; heterodisulfide reductase subunit A [EC:1.8.98.1]	Methane_Metabolism	6
K03388	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrA; heterodisulfide reductase subunit A [EC:1.8.98.1]	Methane_Metabolism	7
K03388	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrA; heterodisulfide reductase subunit A [EC:1.8.98.1]	Methane_Metabolism	2
K03389	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	0
K03389	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	10
K03389	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	8
K03389	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	0
K03389	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	0
K03389	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	0
K03389	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrB; heterodisulfide reductase subunit B [EC:1.8.98.1]	Methane_Metabolism	9
K03390	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	6
K03390	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	4
K03390	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K03390	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Methanogenesis	Methane Oxidation	Methylreductase, heterodisulphide reductase	hdr	5	hdrC; heterodisulfide reductase subunit C [EC:1.8.98.1]	Methane_Metabolism	0
K04561	HC_B_3B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	10
K04561	HC_A_6B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	18
K04561	HC_B_2B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	27
K04561	HC_A_2B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	15
K04561	HC_A_1B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	29
K04561	HC_A_5B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	19
K04561	HC_A_3B	9.3	Middle	9.3_Middle	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norB; nitric oxide reductase subunit B [EC:1.7.2.5]	Nitrogen_Metabolism	23
K06118	HC_A_5B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	5
K06118	HC_A_1B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	4
K06118	HC_A_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	0
K06118	HC_B_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	0
K06118	HC_B_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	3
K06118	HC_A_6B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	8
K06118	HC_A_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD1, sqdB; UDP-sulfoquinovose synthase	Glycerolipid metabolism	5
K06119	HC_B_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	HC_A_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	HC_B_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	HC_A_6B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	HC_A_5B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	HC_A_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K06119	HC_A_1B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	sqd	2	SQD2; sulfoquinovosyltransferase	Glycerolipid metabolism	0
K08902	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08902	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb27; photosystem II Psb27 protein	Photosynthesis_Proteins	0
K08903	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08903	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28; photosystem II 13kDa protein	Photosynthesis_Proteins	0
K08904	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08904	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psb	27	psb28-2; photosystem II Psb28-2 protein	Photosynthesis	0
K08927	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08927	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufB; light-harvesting complex 1 beta chain	Anoxygenic photosystem II	0
K08928	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	2
K08928	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08928	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufL; photosynthetic reaction center L subunit	Anoxygenic photosystem II	0
K08929	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	2
K08929	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K08929	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puf	6	pufM; photosynthetic reaction center M subunit	Anoxygenic photosystem II	0
K09836	HC_B_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	HC_A_5B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	HC_A_6B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	HC_A_3B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	HC_B_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K09836	HC_A_1B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtW; beta-carotene ketolase (CrtW type)	Metabolism of terpenoids and polyketides	0
K10535	HC_B_2B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	4
K10535	HC_A_1B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	HC_A_2B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	2
K10535	HC_B_3B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	HC_A_3B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K10535	HC_A_5B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	3
K10535	HC_A_6B	9.3	Middle	9.3_Middle	Nitrogen	Nitrification	Aerobic Ammonia Oxidation	Hydroxylamine Dehydrogenase	hao	1	hao; hydroxylamine dehydrogenase	Nitrogen_Metabolism	0
K13622	HC_B_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	4
K13622	HC_A_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	0
K13622	HC_B_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	0
K13622	HC_A_6B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	0
K13622	HC_A_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	0
K13622	HC_A_1B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	0
K13622	HC_A_5B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase	Glycerolipid metabolism	0
K13623	HC_A_6B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	12
K13623	HC_B_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	0
K13623	HC_B_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	0
K13623	HC_A_3B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	6
K13623	HC_A_5B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	0
K13623	HC_A_2B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	0
K13623	HC_A_1B	9.3	Middle	9.3_Middle	Phosphorus	Phosphorus Limitation	Substitution of Nitrogen for Phosphorus in Membrane Lipids	Glycosyltransferases	bta	2	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase	Glycerolipid metabolism	0
K13991	HC_A_2B	9.3	Middle	9.3_Middle	Carbon	Anoxygenic Photosynthesis	Assembly of Photosynthetic Complex	Light-Harvesting and Reaction-Center Complex Subunits and Assembly Factors	puh	1	puhA; photosynthetic reaction center H subunit	Purple bacteria - Photosystem II related	0
