KO	Replicate	Depth	Layer	Sample	Element	General.Process	Specific.Process	Gene.products..enzymes	Gene.clusters	KEGG_Homologs_per_Gene_Cluster	KEGG_Description	KEGG_Metabolism	CPM
K02096	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	17
K02096	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	6
K02096	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	22
K02096	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	17
K02096	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcE; phycobilisome core-membrane linker protein	Photosynthesis_Proteins	13
K02097	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	6
K02097	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	2
K02097	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	5
K02097	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	0
K02097	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	7
K02097	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	apc	6	apcF; phycobilisome core component	Photosynthesis-Antenna_Proteins	7
K02284	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	9
K02284	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	32
K02284	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	23
K02284	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	20
K02284	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	35
K02284	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	36
K02284	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcA; phycocyanin alpha chain	Photosynthesis-Antenna_Proteins	0
K02285	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	11
K02285	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	25
K02285	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	40
K02285	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	34
K02285	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	21
K02285	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	18
K02285	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcB; phycocyanin beta chain	Photosynthesis-Antenna_Proteins	17
K02286	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	13
K02286	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	13
K02286	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	11
K02286	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	15
K02286	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	25
K02286	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	10
K02286	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcC; phycocyanin-associated rod linker protein	Photosynthesis-Antenna_Proteins	20
K02287	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	12
K02287	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	0
K02287	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	0
K02287	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	9
K02287	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	0
K02287	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	9
K02287	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcD; phycocyanin-associated, rod	Photosynthesis-Antenna_Proteins	0
K02288	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	11
K02288	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	11
K02288	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	13
K02288	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	0
K02288	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	17
K02288	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	10
K02288	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcE; phycocyanobilin lyase subunit alpha	Photosynthesis-Antenna_Proteins	26
K02289	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	13
K02289	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	10
K02289	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	11
K02289	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	9
K02289	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	0
K02289	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	0
K02289	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcF; phycocyanobilin lyase subunit beta	Photosynthesis-Antenna_Proteins	0
K02290	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	28
K02290	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	8
K02290	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	13
K02290	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	11
K02290	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	0
K02290	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	22
K02290	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Chlorophyll, Phycobilin, and Carotenoid Pathways	cpc	7	cpcG; phycobilisome rod-core linker protein	Photosynthesis-Antenna_Proteins	9
K02292	9.4_A_3D	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	5
K02292	9.4_C_3A	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	0
K02292	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	0
K02292	9.4_B_3C	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	7
K02292	9.4_B_3B	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	14
K02292	9.4_A_3C	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	0
K02292	9.4_C_3B	9.0	Top	9_Top	Carbon	Anoxygenic Photosynthesis	Photopigment Biosynthesis	Enzymes of Bacteriochlorophyll and Carotenoid Biosynthesis	crt	2	crtO; beta-carotene ketolase (CrtO type)	Metabolism of terpenoids and polyketides	0
K02305	9.4_C_3A	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	0
K02305	9.4_A_3C	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	0
K02305	9.4_C_3B	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	0
K02305	9.4_B_3C	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	0
K02305	9.4_A_3D	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	0
K02305	9.4_B_3C_2	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	6
K02305	9.4_B_3B	9.0	Top	9_Top	Nitrogen	Denitrification	Nitrogenase	NO Reductase	nor	2	norC; nitric oxide reductase subunit C	Nitrogen_Metabolism	0
K02586	9.4_C_3B	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02586	9.4_A_3C	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02586	9.4_A_3D	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02586	9.4_B_3C_2	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02586	9.4_B_3B	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02586	9.4_C_3A	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02586	9.4_B_3C	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifD; nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_A_3C	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_A_3D	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_C_3B	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_B_3C_2	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_C_3A	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_B_3B	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02588	9.4_B_3C	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifH; nitrogenase iron protein NifH [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_A_3C	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_C_3B	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_A_3D	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_B_3C_2	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_B_3B	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_B_3C	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02591	9.4_C_3A	9.0	Top	9_Top	Nitrogen	Nitrogen Fixation	Nitrogenase	Dinitrogenase alpha and beta, dinitrogenase reductase, Electron-Transport Flavoproteins	nif	3	nifK; nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]	Nitrogen_Metabolism	0
K02689	9.4_C_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	15
K02689	9.4_B_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	38
K02689	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	26
K02689	9.4_B_3C_2	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	24
K02689	9.4_B_3B	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	27
K02689	9.4_A_3C	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	24
K02689	9.4_A_3D	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaA; photosystem I P700 chlorophyll a apoprotein A1	Photosynthesis_Proteins	29
K02690	9.4_C_3A	9.0	Top	9_Top	Carbon	Oxygenic Photosynthesis	Assembly of Photosynthetic Complex	Photosystem I and Photosystem II Subunits	psa	16	psaB; photosystem I P700 chlorophyll a apoprotein A2	Photosynthesis	12
